company,website,email,email_type,source,via
Jones Lang Lasalle Corporate Finance Limited,https://www.jll.com,jllinvestorrelations@jll.com,named person,https://www.jll.com/en-us/about-jll,website scrape
Naisbitt King Asset Management Limited,https://www.naisbittking.com,enquiries@naisbittking.com,general,https://www.naisbittking.com/contact-us/,website scrape
Slater Investments Limited,https://slaterinvestments.com,lisa@slaterinvestments.com,named person,https://slaterinvestments.com/,website scrape
Conduit Ventures Limited,https://www.conduit-ventures.com,office@conduit-ventures.com,general,https://www.conduit-ventures.com/,website scrape
Marylebone Partners LLP,https://www.marylebonepartners.com,info@marylebonepartners.com,general,https://www.marylebonepartners.com/,website scrape
Kps Global Asset Management UK Limited,https://kps.com,info@kps.com,general,https://kps.com/,website scrape
Marnix Europe Limited,https://www.marnix.com,,,,
ICEN Risk Limited,https://www.icenrisk.com,info@icenrisk.com,general,https://www.icenrisk.com/,website scrape
Millennium Global Investments Limited,https://milltech.com,info@milltech.com,general,https://milltech.com/,website scrape
Two Sigma International Limited,https://www.twosigma.com,ccpa@twosigma.com,named person,https://www.twosigma.com/privacy-policies/?entity=two-sigma-investments-lp&disclosure=privacy-policy,website scrape
Northcross Capital LLP,https://www.northcrosscapital.com,enquiries@northcrosscapital.com,general,https://www.northcrosscapital.com/,website scrape
Squaretrade Limited,https://www.squaretrade.com,legal@squaretrade.com,privacy / compliance,https://www.squaretrade.com/legal-notices,website scrape
Better Society Capital Limited,https://bettersocietycapital.com,enquiries@bettersocietycapital.com,general,https://bettersocietycapital.com/contact/,website scrape
IMC London Services Limited,https://www.imc.com,contact.zug@imc.com,general,https://www.imc.com/us/contact/offices/zug,website scrape
Nedgroup Investments (UK) Limited,https://www.nedgroupinvestments.com,helpdesk@nedgroupinvestments.com,role (other),https://www.nedgroupinvestments.com/content/NGISingleSiteContent/Local/Individual-Investor/Contact-Us.html,website scrape
FRP Advisory Services LLP,,,,,
Qsm Asset Management Ltd,https://www.qsm.com,info@qsm.com,general,https://www.qsm.com/contact-us-0,website scrape
Triple Point Investment Management LLP,https://www.triplepoint.co.uk,contact@triplepoint.co.uk,general,https://www.triplepoint.co.uk/,website scrape
Cigna Willow Holdings Ltd,https://www.cigna.co.uk,insurance@cigna.co.uk,role (other),https://www.dnb.com/business-directory/company-profiles.cigna_walnut_holdings_ltd.90d0c01b7d99d9411094a22cd2556073.html,web search
Adg Capital Management LLP,https://www.adg.com,info@adg.com,general,https://www.adg.com/contact,website scrape
Belgrave Capital Management Limited,https://www.ceresioinvestors.com,info.belgrave@ceresioinvestors.com,general,https://www.ceresioinvestors.com/societa/belgrave-capital-management.html,website scrape
Rippling UK Limited,https://www.rippling.com,carriers@rippling.com,named person,https://www.rippling.com/company/contact,website scrape
Marshmallow Financial Services Limited,https://www.marshmallow.com,,,,
Investengine (UK) Limited,https://investengine.com,support@investengine.com,role (other),https://investengine.com/,website scrape
Kingsway Capital Advisors LLP,https://kingsway.com,info@kingsway.com,general,https://kingsway.com/,website scrape
Flood Re Limited,https://www.floodre.co.uk,information@floodre.co.uk,general,https://www.floodre.co.uk/about-us/,website scrape
Riskpoint Solutions Limited,https://riskpoint.com,info@riskpoint.com,general,https://riskpoint.com/,website scrape
Digital Portfolio Solutions Limited,,,,,
Pallas Partners LLP,https://www.pallaspartners.com,info@pallaspartners.com,general,https://www.pallaspartners.com/contact-us,website scrape
Securis Investments Limited,https://securis.com,info@securis.com,general,https://securis.com/privacy-policy/,website scrape
The Griffin Insurance Association Limited,https://griffin-insurance.co.uk,,,,
Managing Agency Partners Limited,,,,,
Qmetric Group Limited,,,,,
Wren Insurance Association Limited(the),,,,,
Ellington Management Group (UK) LLP,https://www.ellington.com,investor@ellington.com,general,https://www.ellington.com/,website scrape
ICW Insurance Services Ltd,,,,,
Augment Risk UK Trading Limited,,,,,
Helios Underwriting PLC,https://www.helios.co.uk,,,,
Artex Risk Solutions (UK) Limited,https://www.artexrisk.com,artexinfo@artexrisk.com,named person,https://www.artexrisk.com/global-privacy-notice/,website scrape
Farringdon Capital Ltd,https://www.farringdon.com,contact@farringdon.com,general,https://www.farringdon.com/,website scrape
Dr J H Burgoyne & Partners Limited Liability Partnership,,,,,
Rossie House Investment Management LLP,https://rossiehouse.com,mail@rossiehouse.com,general,https://rossiehouse.com/,website scrape
Asil Partners LLP,https://www.asilpartners.com,info@asilpartners.com,general,https://www.asilpartners.com/contact/,website scrape
Clearance Capital Limited,https://www.clearance.com,emginc@clearance.com,named person,https://www.clearance.com/contact.htm,website scrape
Wakam UK Limited,https://www.wakam.com,,,,
Nursery Road Capital Management Limited,https://www.nurseryroadcapital.com,ir@nurseryroadcapital.com,general,https://www.nurseryroadcapital.com/,website scrape
Btomorrow Ventures Limited,https://www.btomorrowv.com,contact@btomorrowv.com,general,https://www.btomorrowv.com/legal/privacy-policy,website scrape
GAM London Limited,https://www.gam.com,clientservice@gam.com,general,https://www.gam.com/en/our-company/contacts-and-locations,website scrape
Ariel Re UK Limited,https://www.arielre.com,info@arielre.com,general,http://www.arielre.com/contact-us/,website scrape
Mosaic Corporate Capital Limited,https://www.mosaic.com,usnewbusiness@mosaic.com,named person,https://www.mosaic.com/en/contact,website scrape
First Trust Global Portfolios Limited,https://www.ftportfolios.com,feedback@ftportfolios.com,named person,https://www.ftportfolios.com/retail/contactus/contactus.aspx,website scrape
Hidden Road Partners UK LLP,https://ripple.com,support@ripple.com,role (other),https://ripple.com/legal/terms-of-use/,website scrape
Metage Capital Limited,https://www.metage.com,ir@metage.com,general,https://www.metage.com/,website scrape
Partners Wealth Management LLP,https://partnerswealthmanagement.co.uk,info@partnerswealthmanagement.co.uk,general,https://partnerswealthmanagement.co.uk/,website scrape
Seven Investment Management LLP,https://www.seven.co.uk,hello@seven.co.uk,general,https://www.seven.co.uk/,website scrape
Booker Wellman Underwriting Limited,,,,,
Bupa Insurance Limited,https://www.bupa.com,media@bupa.com,role (press / marketing),https://www.bupa.com/contact-us,web search
Consilium Insurance Brokers Limited,,,,,
HCC International Insurance Company PLC,https://www.tmhcc.com,,,,
Jenner Underwriting Limited,https://www.domainstore.co.uk,,,,
TM Claims Service Europe Limited,https://www.tmclaims.com,,,,
Treimco Limited,,,,,
Alan Blunden & Co. Ltd,https://www.alanblunden.co.uk,enquiries@alanblunden.co.uk,general,https://www.alanblunden.co.uk/,website scrape
BA (GI) Limited,https://www.balimited.co.uk,info@balimited.co.uk,general,https://www.balimited.co.uk/,website scrape
Edge Brokers (London) Limited,https://www.edge.co.uk,abarker@edge.co.uk,named person,https://www.edge.co.uk/about-edge/contact-us/,website scrape
Equitas Reinsurance Limited,https://www.equitas.co.uk,info@equitas.co.uk,general,https://www.equitas.co.uk/contact.html,website scrape
GB Underwriting Ltd,https://mxunderwriting.com,enquiries@mxunderwriting.com,general,https://mxunderwriting.com/commecial-legal-indemnity,website scrape
MX Underwriting Limited,https://mxunderwriting.com,enquiries@mxunderwriting.com,general,https://mxunderwriting.com/commecial-legal-indemnity,website scrape
Qualis U.K. Limited,https://qualisuk.com,info@qualisuk.com,general,https://qualisuk.com/,website scrape
Specialist Risk Insurance Solutions Limited,https://specialistrisk.com,warren@specialistrisk.com,named person,https://specialistrisk.com/contact-us,website scrape
Conv-Ex Advisors Limited,https://www.convex.com,support@convex.com,role (other),https://www.convex.com/data-sourcing-and-privacy-compliance,website scrape
Emerging Markets Investment Management Limited,https://www.emergingmarkets.com,info@emergingmarkets.com,general,https://www.emergingmarkets.com/,website scrape
Lindisfarne Partners LLP,https://www.lindisfarne.com,enquire@lindisfarne.com,named person,https://www.lindisfarne.com/,website scrape
Wm Capital Management Limited,https://www.wmcapitalmanagement.com,info@wmcapitalmanagement.com,general,https://www.wmcapitalmanagement.com/contact-us/,website scrape
Amtrust Specialty Limited,,,,,
British Aviation Insurance Company Limited,https://british-aviation.co.uk,,,,
CBC UK Limited,https://cbc.co.uk,,,,
KBIS Limited,https://kbis.com,,,,
Kyoei Fire & Marine Insurance Co. (U.K.) Limited,,,,,
Legal and General Assurance Society Limited,,social@landg.com,role (press / marketing),https://www.legalandgeneral.com,web search
Centerview Partners UK LLP,https://www.centerviewpartners.com,,,,
Hartford Underwriting Agency Limited,https://hartford.com,keanureeves@hartford.com,named person,https://hartford.com/,website scrape
Marco Gamma Limited,https://marcocapital.net,contact@marcocapital.net,general,https://marcocapital.net/,website scrape
Renaissance Asset Finance Limited,https://renaissanceaf.com,info@renaissanceaf.com,general,https://renaissanceaf.com/,website scrape
Walsham Brothers & Co. Limited,https://walshams.co.uk,support@walshams.co.uk,role (other),https://walshams.co.uk/,website scrape
Partners Group (UK) Limited,https://www.partners.com,admin@partners.com,general,https://www.partners.com/en,website scrape
Iprism Underwriting Agency Limited,https://www.iprism.co.uk,info@iprism.co.uk,general,https://www.iprism.co.uk/,website scrape
Alphidence Capital Limited,https://alphidence.capital,info@alphidence.capital,general,https://alphidence.capital/,website scrape
St Andrew's Insurance PLC,https://standrewsinsurance.com,joe@standrewsinsurance.com,named person,https://standrewsinsurance.com/privacy-policy/,website scrape
Embark Investments Limited,https://www.embark.com,help@embark.com,general,https://www.embark.com/contact/,website scrape
John Street Capital Limited,https://www.johnstreetcapital.com,enquiries@johnstreetcapital.com,general,https://www.johnstreetcapital.com/contact.aspx,website scrape
China Taiping Insurance (UK) Co Ltd,https://uk.cntaiping.com,tpuk@uk.cntaiping.com,named person,https://uk.cntaiping.com/uk-lo/,web search
Sidekick Money Ltd,https://www.sidekickmoney.com,support@sidekickmoney.com,role (other),https://www.sidekickmoney.com/,website scrape
Stubben Edge Markets Limited,https://www.stubbenedge.com,hello@stubbenedge.com,general,https://www.stubbenedge.com/privacy-policy,website scrape
Angel Risk Management Limited,https://www.angelriskmanagement.com,info@angelriskmanagement.com,general,https://www.angelriskmanagement.com/contact-us/,web search
Health-On-Line Company UK Limited,https://healthon.com,hello@healthon.com,general,https://healthon.com/pages/contact,website scrape
The Permanent Health Company Limited,https://www.thephc.co.uk/,sales@thephc.co.uk,general,https://www.thephc.co.uk/contact-us/,website scrape
Bannerman Rendell Limited,https://www.bannermanrendell.com,info@bannermanrendell.com,general,https://www.bannermanrendell.com/,website scrape
Awbury UK Services Limited,https://www.awbury.com,awbury@awbury.com,named person,https://www.awbury.com/,website scrape
Rondine Capital LLP,https://rondinecapital.com,info@rondinecapital.com,general,https://rondinecapital.com/contact/,website scrape
Barnett Waddingham Actuaries and Consultants Limited,,,,,
Dual International Limited,https://www.dual.com,info@dual.com,general,https://www.dualinsurance.com/uk-en/contact,web search
The Consulting Consortium Limited,https://tcc.group,hello@tcc.group,general,https://tcc.group/,website scrape
Cranbrook Underwriting Limited,https://www.cranbrook.com,rkatzaros@cranbrookuw.com,named person,https://find-and-update.company-information.service.gov.uk/company/04286691,web search
First Underwriting Limited,https://www.first.co.uk,salesadmin@first.co.uk,named person,https://www.first.co.uk/contact/,website scrape
Node International Ltd,https://node.uk,london@node.uk,general,https://node.uk/contact-us/,website scrape
Oneglobal Broking Limited,https://oneglobal.com,info@oneglobal.com,general,https://oneglobal.com/about-us/,website scrape
Osmosis Investment Management UK Limited,https://osmosis.com,reservations@osmosis.com,named person,https://osmosis.com/,website scrape
Arcadian Risk Capital (UK) Ltd,https://www.arcadian-risk.com,info@arcadian-risk.com,general,https://www.arcadian-risk.com/locations/bermuda/,website scrape
Fairtree Asset Management LLP,https://www.fairtree.com,clientservices@fairtree.com,role (other),https://www.fairtree.com/,website scrape
Firmament Capital Advisors UK LLP,https://firmament.com,info@firmament.com,general,https://firmament.com/contact/,website scrape
GLMX Europe Limited,https://www.glmx.com,sales@glmx.com,general,https://www.glmx.com/contact,website scrape
Allianz Insurance PLC,https://www.allianz.com,info@allianz.com,general,https://www.allianz.com/en.html,website scrape
Am Specialty Insurance Company (UK) Ltd,https://www.amspecialty.com,contact@amspecialty.com,general,https://www.amspecialty.com/contact,website scrape
Antares Global Management Limited,https://www.antares.com,info@antaresglobal.com,general,https://antaresglobal.com/contact-us,web search
Scorpius Mga Limited,https://scorpiusmga.com,info@scorpiusmga.com,general,https://scorpiusmga.com/,website scrape
Ascot Underwriting Limited,https://www.ascot.com,csr@ascot.com,named person,https://www.ascot.com/about/contact,website scrape
Hardy Underwriting Limited,https://www.hardy.co.uk,info@hardy.co.uk,general,https://www.hardy.co.uk/,website scrape
Kiln Underwriting Limited,https://kiln.com,hello@kiln.com,general,https://kiln.com/privacy-policy/,website scrape
Liberty Managing Agency Limited,https://www.libertylondon.com,customerservices@libertylondon.com,role (other),https://www.libertylondon.com/,website scrape
Markel International Insurance Company Limited,https://www.markel.com,jen.blackwell@markel.com,named person,https://www.markel.com/about-us/news-and-press,website scrape
North Star Underwriting Limited,https://www.northstar.co.uk,info@northstar.co.uk,general,https://www.northstar.co.uk/,website scrape
Shepherd Compello Ltd,https://www.shepherdcompello.com,info@shepherdcompello.com,general,https://www.shepherdcompello.com/,website scrape
White Oak Underwriting Agency Limited,https://whiteoak.com,contact@whiteoak.com,general,https://whiteoak.com/,website scrape
BMG Insurance Brokers Limited,https://www.bmg.com,info@bmg.com,general,https://www.bmg.com/,website scrape
Sanctuary Insurance Brokers Limited,https://uk.sanctuary.com,info.uk@sanctuary.com,general,https://uk.sanctuary.com/contact-us/,website scrape
Acrisure London Wholesale Limited,https://www.acrisure.com,info-pl@acrisure.com,general,https://www.acrisure.com/legal,website scrape
Alcor Underwriting London Limited,https://alcor.com,uk@alcor.com,general,https://alcor.com/contact-us/,website scrape
AmWINS Global Risks Limited,https://www.amwins.com,agr.dpo@amwins.com,named person,https://www.amwins.com/privacy-amwins-global-risks,website scrape
Brace Underwriting Limited,https://brace.co.uk,hello@brace.co.uk,general,https://brace.co.uk/,website scrape
CFC Underwriting Limited,https://www.cfc.com,ugraves@cfc.com,named person,https://www.cfc.com/en-us/contact/,website scrape
Chord Reinsurance Limited,https://chord.co.uk,info@chord.co.uk,general,https://chord.co.uk/privacy-policy/,website scrape
Chubb Insurance Service Company Ltd,https://www.chubb.com,surety@chubb.com,named person,https://www.chubb.com/us-en/contact.html,website scrape
McGill and Partners Ltd,https://www.mcgill.ca,fcc.fod@mcgill.ca,named person,https://www.mcgill.ca/facilities/contact/fcc,website scrape
Munitus Insurance Limited,https://munitus.co.uk,bookacallwithmunitus@munitus.co.uk,named person,https://munitus.co.uk/,website scrape
Navium Marine Limited,https://www.naviummarine.com,info@naviummarine.com,general,https://www.naviummarine.com/contact/,website scrape
Oakside Surety Limited,https://www.oaksidesurety.com,generalenquiries@oaksidesurety.com,named person,https://www.oaksidesurety.com/contact-us/,website scrape
Omnilife Insurance Company Limited,https://www.omnilife.com,creo@omnilife.com,named person,https://www.omnilife.com/,website scrape
Pelagos Insurance Capital Underwriting Limited,https://www.pelagos.com,hello@pelagos.com,general,https://www.pelagos.com/contact,website scrape
Redriff Underwriting Limited,https://redriff.cola.org.uk,enquiries@cola.org.uk,general,https://redriff.cola.org.uk/latest-news/job-opportunity-chief-executive-officer-at-city-of-london-academies-trust/,website scrape
RGA Capital Limited,https://www.rga.com,kate.neill@rga.com,named person,https://www.rga.com/offices/australia,website scrape
SCOR UK Company Limited,https://www.scor.com,agarcia3@scor.com,role (other),https://www.scor.com/en/terms-use-legal-notice,website scrape
Sevanta Specialty Liability Limited,https://www.sevantaspecialty.com,info@sevantaspecialty.com,general,https://www.sevantaspecialty.com/,website scrape
Silverflame Re Limited,https://www.silverflamere.com,info@silverflamere.com,general,https://www.silverflamere.com/,website scrape
Statera Managing Agency Limited,https://www.statera.co.uk,info@statera.co.uk,general,https://www.statera.co.uk/,website scrape
Tegron Specialty Limited,https://tegronspecialty.com,hello@tegronspecialty.com,general,https://tegronspecialty.com/get-in-touch/,website scrape
Tiomanta Specialty Limited,https://www.tiomantaspecialty.com,info@tiomantaspecialty.com,general,https://www.tiomantaspecialty.com/contact-us/,website scrape
Toyota Insurance Management UK Limited,https://www.toyota.com,dmca@toyota.com,named person,https://www.toyota.com/support/legal-terms/,website scrape
Trenwick Underwriting Limited,https://www.trenwick.com,info@trenwick.com,general,https://www.trenwick.com/,website scrape
Clear Insurance Management Limited,https://mediaoptions.com,broker@mediaoptions.com,named person,https://mediaoptions.com/contact-us/,website scrape
Ulyssere Limited,https://www.ulyssere.com,info@ulyssere.com,general,https://www.ulyssere.com/,website scrape
